Ano,Mês,Nome do Mês,Número do Dia,Data
2020,3,Março,20,20/03/2020
2020,3,Março,21,21/03/2020
2020,3,Março,22,22/03/2020
2020,3,Março,23,23/03/2020
2020,3,Março,24,24/03/2020
2020,3,Março,25,25/03/2020
2020,3,Março,26,26/03/2020
2020,3,Março,27,27/03/2020
2020,3,Março,28,28/03/2020
2020,3,Março,29,29/03/2020
2020,3,Março,30,30/03/2020
2020,3,Março,31,31/03/2020
2020,4,Abril,1,01/04/2020
2020,4,Abril,2,02/04/2020
2020,4,Abril,3,03/04/2020
2020,4,Abril,4,04/04/2020
2020,4,Abril,5,05/04/2020
2020,4,Abril,6,06/04/2020
2020,4,Abril,7,07/04/2020
2020,4,Abril,8,08/04/2020
2020,4,Abril,9,09/04/2020
2020,4,Abril,10,10/04/2020
2020,4,Abril,11,11/04/2020
2020,4,Abril,12,12/04/2020
2020,4,Abril,13,13/04/2020
2020,4,Abril,14,14/04/2020
2020,4,Abril,15,15/04/2020
2020,4,Abril,16,16/04/2020
2020,4,Abril,17,17/04/2020
2020,4,Abril,18,18/04/2020
2020,4,Abril,19,19/04/2020
2020,4,Abril,20,20/04/2020
2020,4,Abril,21,21/04/2020
2020,4,Abril,22,22/04/2020
2020,4,Abril,23,23/04/2020
2020,4,Abril,24,24/04/2020
2020,4,Abril,25,25/04/2020
2020,4,Abril,26,26/04/2020
2020,4,Abril,27,27/04/2020
2020,4,Abril,28,28/04/2020
2020,4,Abril,29,29/04/2020
2020,4,Abril,30,30/04/2020
2020,5,Maio,1,01/05/2020
2020,5,Maio,2,02/05/2020
2020,5,Maio,3,03/05/2020
2020,5,Maio,4,04/05/2020
2020,5,Maio,5,05/05/2020
2020,5,Maio,6,06/05/2020
2020,5,Maio,7,07/05/2020
2020,5,Maio,8,08/05/2020
2020,5,Maio,9,09/05/2020
2020,5,Maio,10,10/05/2020
2020,5,Maio,11,11/05/2020
2020,5,Maio,12,12/05/2020
2020,5,Maio,13,13/05/2020
2020,5,Maio,14,14/05/2020
2020,5,Maio,15,15/05/2020
2020,5,Maio,16,16/05/2020
2020,5,Maio,17,17/05/2020
2020,5,Maio,18,18/05/2020
2020,5,Maio,19,19/05/2020
2020,5,Maio,20,20/05/2020
2020,5,Maio,21,21/05/2020
2020,5,Maio,22,22/05/2020
2020,5,Maio,23,23/05/2020
2020,5,Maio,24,24/05/2020
2020,5,Maio,25,25/05/2020
2020,5,Maio,26,26/05/2020
2020,5,Maio,27,27/05/2020
2020,5,Maio,28,28/05/2020
2020,5,Maio,29,29/05/2020
2020,5,Maio,30,30/05/2020
2020,5,Maio,31,31/05/2020
2020,6,Junho,1,01/06/2020
2020,6,Junho,2,02/06/2020
2020,6,Junho,3,03/06/2020
2020,6,Junho,4,04/06/2020
2020,6,Junho,5,05/06/2020
2020,6,Junho,6,06/06/2020
2020,6,Junho,7,07/06/2020
2020,6,Junho,8,08/06/2020
2020,6,Junho,9,09/06/2020
2020,6,Junho,10,10/06/2020
2020,6,Junho,11,11/06/2020
2020,6,Junho,12,12/06/2020
2020,6,Junho,13,13/06/2020
2020,6,Junho,14,14/06/2020
2020,6,Junho,15,15/06/2020
2020,6,Junho,16,16/06/2020
2020,6,Junho,17,17/06/2020
2020,6,Junho,18,18/06/2020
2020,6,Junho,19,19/06/2020
2020,6,Junho,20,20/06/2020
2020,6,Junho,21,21/06/2020
2020,6,Junho,22,22/06/2020
2020,6,Junho,23,23/06/2020
2020,6,Junho,24,24/06/2020
2020,6,Junho,25,25/06/2020
2020,6,Junho,26,26/06/2020
2020,6,Junho,27,27/06/2020
2020,6,Junho,28,28/06/2020
2020,6,Junho,29,29/06/2020
2020,6,Junho,30,30/06/2020
2020,7,Julho,1,01/07/2020
2020,7,Julho,2,02/07/2020
2020,7,Julho,3,03/07/2020
2020,7,Julho,4,04/07/2020
2020,7,Julho,5,05/07/2020
2020,7,Julho,6,06/07/2020
2020,7,Julho,7,07/07/2020
2020,7,Julho,8,08/07/2020
2020,7,Julho,9,09/07/2020
2020,7,Julho,10,10/07/2020
2020,7,Julho,11,11/07/2020
2020,7,Julho,12,12/07/2020
2020,7,Julho,13,13/07/2020
2020,7,Julho,14,14/07/2020
2020,7,Julho,15,15/07/2020
2020,7,Julho,16,16/07/2020
2020,7,Julho,17,17/07/2020
2020,7,Julho,18,18/07/2020
2020,7,Julho,19,19/07/2020
2020,7,Julho,20,20/07/2020
2020,7,Julho,21,21/07/2020
2020,7,Julho,22,22/07/2020
2020,7,Julho,23,23/07/2020
2020,7,Julho,24,24/07/2020
2020,7,Julho,25,25/07/2020
2020,7,Julho,26,26/07/2020
2020,7,Julho,27,27/07/2020
2020,7,Julho,28,28/07/2020
2020,7,Julho,29,29/07/2020
2020,7,Julho,30,30/07/2020
2020,7,Julho,31,31/07/2020
2020,8,Agosto,1,01/08/2020
2020,8,Agosto,2,02/08/2020
2020,8,Agosto,3,03/08/2020
2020,8,Agosto,4,04/08/2020
2020,8,Agosto,5,05/08/2020
2020,8,Agosto,6,06/08/2020
2020,8,Agosto,7,07/08/2020
2020,8,Agosto,8,08/08/2020
2020,8,Agosto,9,09/08/2020
2020,8,Agosto,10,10/08/2020
2020,8,Agosto,11,11/08/2020
2020,8,Agosto,12,12/08/2020
2020,8,Agosto,13,13/08/2020
2020,8,Agosto,14,14/08/2020
2020,8,Agosto,15,15/08/2020
2020,8,Agosto,16,16/08/2020
2020,8,Agosto,17,17/08/2020
2020,8,Agosto,18,18/08/2020
2020,8,Agosto,19,19/08/2020
2020,8,Agosto,20,20/08/2020
2020,8,Agosto,21,21/08/2020
2020,8,Agosto,22,22/08/2020
2020,8,Agosto,23,23/08/2020
2020,8,Agosto,24,24/08/2020
2020,8,Agosto,25,25/08/2020
2020,8,Agosto,26,26/08/2020
2020,8,Agosto,27,27/08/2020
2020,8,Agosto,28,28/08/2020
2020,8,Agosto,29,29/08/2020
2020,8,Agosto,30,30/08/2020
2020,8,Agosto,31,31/08/2020
2020,9,Setembro,1,01/09/2020
2020,9,Setembro,2,02/09/2020
2020,9,Setembro,3,03/09/2020
2020,9,Setembro,4,04/09/2020
2020,9,Setembro,5,05/09/2020
2020,9,Setembro,6,06/09/2020
2020,9,Setembro,7,07/09/2020
2020,9,Setembro,8,08/09/2020
2020,9,Setembro,9,09/09/2020
2020,9,Setembro,10,10/09/2020
2020,9,Setembro,11,11/09/2020
2020,9,Setembro,12,12/09/2020
2020,9,Setembro,13,13/09/2020
2020,9,Setembro,14,14/09/2020
2020,9,Setembro,15,15/09/2020
2020,9,Setembro,16,16/09/2020
2020,9,Setembro,17,17/09/2020
2020,9,Setembro,18,18/09/2020
2020,9,Setembro,19,19/09/2020
2020,9,Setembro,20,20/09/2020
2020,9,Setembro,21,21/09/2020
2020,9,Setembro,22,22/09/2020
2020,9,Setembro,23,23/09/2020
2020,9,Setembro,24,24/09/2020
2020,9,Setembro,25,25/09/2020
2020,9,Setembro,26,26/09/2020
2020,9,Setembro,27,27/09/2020
2020,9,Setembro,28,28/09/2020
2020,9,Setembro,29,29/09/2020
2020,9,Setembro,30,30/09/2020
2020,10,Outubro,1,01/10/2020
2020,10,Outubro,2,02/10/2020
2020,10,Outubro,3,03/10/2020
2020,10,Outubro,4,04/10/2020
2020,10,Outubro,5,05/10/2020
2020,10,Outubro,6,06/10/2020
2020,10,Outubro,7,07/10/2020
2020,10,Outubro,8,08/10/2020
2020,10,Outubro,9,09/10/2020
2020,10,Outubro,10,10/10/2020
2020,10,Outubro,11,11/10/2020
2020,10,Outubro,12,12/10/2020
2020,10,Outubro,13,13/10/2020
2020,10,Outubro,14,14/10/2020
2020,10,Outubro,15,15/10/2020
2020,10,Outubro,16,16/10/2020
2020,10,Outubro,17,17/10/2020
2020,10,Outubro,18,18/10/2020
2020,10,Outubro,19,19/10/2020
2020,10,Outubro,20,20/10/2020
2020,10,Outubro,21,21/10/2020
2020,10,Outubro,22,22/10/2020
2020,10,Outubro,23,23/10/2020
2020,10,Outubro,24,24/10/2020
2020,10,Outubro,25,25/10/2020
2020,10,Outubro,26,26/10/2020
2020,10,Outubro,27,27/10/2020
2020,10,Outubro,28,28/10/2020
2020,10,Outubro,29,29/10/2020
2020,10,Outubro,30,30/10/2020
2020,10,Outubro,31,31/10/2020
2020,11,Novembro,1,01/11/2020
2020,11,Novembro,2,02/11/2020
2020,11,Novembro,3,03/11/2020
2020,11,Novembro,4,04/11/2020
2020,11,Novembro,5,05/11/2020
2020,11,Novembro,6,06/11/2020
2020,11,Novembro,7,07/11/2020
2020,11,Novembro,8,08/11/2020
2020,11,Novembro,9,09/11/2020
2020,11,Novembro,10,10/11/2020
2020,11,Novembro,11,11/11/2020
2020,11,Novembro,12,12/11/2020
2020,11,Novembro,13,13/11/2020
2020,11,Novembro,14,14/11/2020
2020,11,Novembro,15,15/11/2020
2020,11,Novembro,16,16/11/2020
2020,11,Novembro,17,17/11/2020
2020,11,Novembro,18,18/11/2020
2020,11,Novembro,19,19/11/2020
2020,11,Novembro,20,20/11/2020
2020,11,Novembro,21,21/11/2020
2020,11,Novembro,22,22/11/2020
2020,11,Novembro,23,23/11/2020
2020,11,Novembro,24,24/11/2020
2020,11,Novembro,25,25/11/2020
2020,11,Novembro,26,26/11/2020
2020,11,Novembro,27,27/11/2020
2020,11,Novembro,28,28/11/2020
2020,11,Novembro,29,29/11/2020
2020,11,Novembro,30,30/11/2020
2020,12,Dezembro,1,01/12/2020
2020,12,Dezembro,2,02/12/2020
2020,12,Dezembro,3,03/12/2020
2020,12,Dezembro,4,04/12/2020
2020,12,Dezembro,5,05/12/2020
2020,12,Dezembro,6,06/12/2020
2020,12,Dezembro,7,07/12/2020
2020,12,Dezembro,8,08/12/2020
2020,12,Dezembro,9,09/12/2020
2020,12,Dezembro,10,10/12/2020
2020,12,Dezembro,11,11/12/2020
2020,12,Dezembro,12,12/12/2020
2020,12,Dezembro,13,13/12/2020
2020,12,Dezembro,14,14/12/2020
2020,12,Dezembro,15,15/12/2020
2020,12,Dezembro,16,16/12/2020
2020,12,Dezembro,17,17/12/2020
2020,12,Dezembro,18,18/12/2020
2020,12,Dezembro,19,19/12/2020
2020,12,Dezembro,20,20/12/2020
2020,12,Dezembro,21,21/12/2020
2020,12,Dezembro,22,22/12/2020
2020,12,Dezembro,23,23/12/2020
2020,12,Dezembro,24,24/12/2020
2020,12,Dezembro,25,25/12/2020
2020,12,Dezembro,26,26/12/2020
2020,12,Dezembro,27,27/12/2020
2020,12,Dezembro,28,28/12/2020
2020,12,Dezembro,29,29/12/2020
2020,12,Dezembro,30,30/12/2020
2020,12,Dezembro,31,31/12/2020
2021,1,Janeiro,1,01/01/2021
2021,1,Janeiro,2,02/01/2021
2021,1,Janeiro,3,03/01/2021
2021,1,Janeiro,4,04/01/2021
2021,1,Janeiro,5,05/01/2021
2021,1,Janeiro,6,06/01/2021
2021,1,Janeiro,7,07/01/2021
2021,1,Janeiro,8,08/01/2021
2021,1,Janeiro,9,09/01/2021
2021,1,Janeiro,10,10/01/2021
2021,1,Janeiro,11,11/01/2021
2021,1,Janeiro,12,12/01/2021
2021,1,Janeiro,13,13/01/2021
2021,1,Janeiro,14,14/01/2021
2021,1,Janeiro,15,15/01/2021
2021,1,Janeiro,16,16/01/2021
2021,1,Janeiro,17,17/01/2021
2021,1,Janeiro,18,18/01/2021
2021,1,Janeiro,19,19/01/2021
2021,1,Janeiro,20,20/01/2021
2021,1,Janeiro,21,21/01/2021
2021,1,Janeiro,22,22/01/2021
2021,1,Janeiro,23,23/01/2021
2021,1,Janeiro,24,24/01/2021
2021,1,Janeiro,25,25/01/2021
2021,1,Janeiro,26,26/01/2021
2021,1,Janeiro,27,27/01/2021
2021,1,Janeiro,28,28/01/2021
2021,1,Janeiro,29,29/01/2021
2021,1,Janeiro,30,30/01/2021
2021,1,Janeiro,31,31/01/2021
2021,2,Fevereiro,1,01/02/2021
2021,2,Fevereiro,2,02/02/2021
2021,2,Fevereiro,3,03/02/2021
2021,2,Fevereiro,4,04/02/2021
2021,2,Fevereiro,5,05/02/2021
2021,2,Fevereiro,6,06/02/2021
2021,2,Fevereiro,7,07/02/2021
2021,2,Fevereiro,8,08/02/2021
2021,2,Fevereiro,9,09/02/2021
2021,2,Fevereiro,10,10/02/2021
2021,2,Fevereiro,11,11/02/2021
2021,2,Fevereiro,12,12/02/2021
2021,2,Fevereiro,13,13/02/2021
2021,2,Fevereiro,14,14/02/2021
2021,2,Fevereiro,15,15/02/2021
2021,2,Fevereiro,16,16/02/2021
2021,2,Fevereiro,17,17/02/2021
2021,2,Fevereiro,18,18/02/2021
2021,2,Fevereiro,19,19/02/2021
2021,2,Fevereiro,20,20/02/2021
2021,2,Fevereiro,21,21/02/2021
2021,2,Fevereiro,22,22/02/2021
2021,2,Fevereiro,23,23/02/2021
2021,2,Fevereiro,24,24/02/2021
2021,2,Fevereiro,25,25/02/2021
2021,2,Fevereiro,26,26/02/2021
2021,2,Fevereiro,27,27/02/2021
2021,2,Fevereiro,28,28/02/2021
2021,3,Março,1,01/03/2021
2021,3,Março,2,02/03/2021
2021,3,Março,3,03/03/2021
2021,3,Março,4,04/03/2021
2021,3,Março,5,05/03/2021
2021,3,Março,6,06/03/2021
2021,3,Março,7,07/03/2021
2021,3,Março,8,08/03/2021
2021,3,Março,9,09/03/2021
2021,3,Março,10,10/03/2021
2021,3,Março,11,11/03/2021
2021,3,Março,12,12/03/2021
2021,3,Março,13,13/03/2021
2021,3,Março,14,14/03/2021
2021,3,Março,15,15/03/2021
2021,3,Março,16,16/03/2021
2021,3,Março,17,17/03/2021
2021,3,Março,18,18/03/2021
2021,3,Março,19,19/03/2021
2021,3,Março,20,20/03/2021
2021,3,Março,21,21/03/2021
2021,3,Março,22,22/03/2021
2021,3,Março,23,23/03/2021
2021,3,Março,24,24/03/2021
2021,3,Março,25,25/03/2021
2021,3,Março,26,26/03/2021
2021,3,Março,27,27/03/2021
2021,3,Março,28,28/03/2021
2021,3,Março,29,29/03/2021
2021,3,Março,30,30/03/2021
2021,3,Março,31,31/03/2021
2021,4,Abril,1,01/04/2021
2021,4,Abril,2,02/04/2021
2021,4,Abril,3,03/04/2021
2021,4,Abril,4,04/04/2021
2021,4,Abril,5,05/04/2021
2021,4,Abril,6,06/04/2021
2021,4,Abril,7,07/04/2021
2021,4,Abril,8,08/04/2021
2021,4,Abril,9,09/04/2021
2021,4,Abril,10,10/04/2021
2021,4,Abril,11,11/04/2021
2021,4,Abril,12,12/04/2021
2021,4,Abril,13,13/04/2021
2021,4,Abril,14,14/04/2021
2021,4,Abril,15,15/04/2021
2021,4,Abril,16,16/04/2021
2021,4,Abril,17,17/04/2021
2021,4,Abril,18,18/04/2021
2021,4,Abril,19,19/04/2021
2021,4,Abril,20,20/04/2021
2021,4,Abril,21,21/04/2021
2021,4,Abril,22,22/04/2021
2021,4,Abril,23,23/04/2021
2021,4,Abril,24,24/04/2021
2021,4,Abril,25,25/04/2021
2021,4,Abril,26,26/04/2021
2021,4,Abril,27,27/04/2021
2021,4,Abril,28,28/04/2021
2021,4,Abril,29,29/04/2021
2021,4,Abril,30,30/04/2021
2021,5,Maio,1,01/05/2021
2021,5,Maio,2,02/05/2021
2021,5,Maio,3,03/05/2021
2021,5,Maio,4,04/05/2021
2021,5,Maio,5,05/05/2021
2021,5,Maio,6,06/05/2021
2021,5,Maio,7,07/05/2021
2021,5,Maio,8,08/05/2021
2021,5,Maio,9,09/05/2021
2021,5,Maio,10,10/05/2021
2021,5,Maio,11,11/05/2021
2021,5,Maio,12,12/05/2021
2021,5,Maio,13,13/05/2021
2021,5,Maio,14,14/05/2021
2021,5,Maio,15,15/05/2021
2021,5,Maio,16,16/05/2021
2021,5,Maio,17,17/05/2021
2021,5,Maio,18,18/05/2021
2021,5,Maio,19,19/05/2021
2021,5,Maio,20,20/05/2021
2021,5,Maio,21,21/05/2021
2021,5,Maio,22,22/05/2021
2021,5,Maio,23,23/05/2021
2021,5,Maio,24,24/05/2021
2021,5,Maio,25,25/05/2021
2021,5,Maio,26,26/05/2021
2021,5,Maio,27,27/05/2021
2021,5,Maio,28,28/05/2021
2021,5,Maio,29,29/05/2021
2021,5,Maio,30,30/05/2021
2021,5,Maio,31,31/05/2021
2021,6,Junho,1,01/06/2021
2021,6,Junho,2,02/06/2021
2021,6,Junho,3,03/06/2021
2021,6,Junho,4,04/06/2021
2021,6,Junho,5,05/06/2021
2021,6,Junho,6,06/06/2021
2021,6,Junho,7,07/06/2021
2021,6,Junho,8,08/06/2021
2021,6,Junho,9,09/06/2021
2021,6,Junho,10,10/06/2021
2021,6,Junho,11,11/06/2021
2021,6,Junho,12,12/06/2021
2021,6,Junho,13,13/06/2021
2021,6,Junho,14,14/06/2021
2021,6,Junho,15,15/06/2021
2021,6,Junho,16,16/06/2021
2021,6,Junho,17,17/06/2021
2021,6,Junho,18,18/06/2021
2021,6,Junho,19,19/06/2021
2021,6,Junho,20,20/06/2021
2021,6,Junho,21,21/06/2021
2021,6,Junho,22,22/06/2021
2021,6,Junho,23,23/06/2021
2021,6,Junho,24,24/06/2021
2021,6,Junho,25,25/06/2021
2021,6,Junho,26,26/06/2021
2021,6,Junho,27,27/06/2021
2021,6,Junho,28,28/06/2021
2021,6,Junho,29,29/06/2021
2021,6,Junho,30,30/06/2021
2021,7,Julho,1,01/07/2021
2021,7,Julho,2,02/07/2021
2021,7,Julho,3,03/07/2021
2021,7,Julho,4,04/07/2021
2021,7,Julho,5,05/07/2021
2021,7,Julho,6,06/07/2021
2021,7,Julho,7,07/07/2021
2021,7,Julho,8,08/07/2021
2021,7,Julho,9,09/07/2021
2021,7,Julho,10,10/07/2021
2021,7,Julho,11,11/07/2021
2021,7,Julho,12,12/07/2021
2021,7,Julho,13,13/07/2021
2021,7,Julho,14,14/07/2021
2021,7,Julho,15,15/07/2021
2021,7,Julho,16,16/07/2021
2021,7,Julho,17,17/07/2021
2021,7,Julho,18,18/07/2021
2021,7,Julho,19,19/07/2021
2021,7,Julho,20,20/07/2021
2021,7,Julho,21,21/07/2021
2021,7,Julho,22,22/07/2021
2021,7,Julho,23,23/07/2021
2021,7,Julho,24,24/07/2021
2021,7,Julho,25,25/07/2021
2021,7,Julho,26,26/07/2021
2021,7,Julho,27,27/07/2021
2021,7,Julho,28,28/07/2021
2021,7,Julho,29,29/07/2021
2021,7,Julho,30,30/07/2021
2021,7,Julho,31,31/07/2021
2021,8,Agosto,1,01/08/2021
2021,8,Agosto,2,02/08/2021
2021,8,Agosto,3,03/08/2021
2021,8,Agosto,4,04/08/2021
2021,8,Agosto,5,05/08/2021
2021,8,Agosto,6,06/08/2021
2021,8,Agosto,7,07/08/2021
2021,8,Agosto,8,08/08/2021
2021,8,Agosto,9,09/08/2021
2021,8,Agosto,10,10/08/2021
2021,8,Agosto,11,11/08/2021
2021,8,Agosto,12,12/08/2021
2021,8,Agosto,13,13/08/2021
2021,8,Agosto,14,14/08/2021
2021,8,Agosto,15,15/08/2021
2021,8,Agosto,16,16/08/2021
2021,8,Agosto,17,17/08/2021
2021,8,Agosto,18,18/08/2021
2021,8,Agosto,19,19/08/2021
2021,8,Agosto,20,20/08/2021
2021,8,Agosto,21,21/08/2021
2021,8,Agosto,22,22/08/2021
2021,8,Agosto,23,23/08/2021
2021,8,Agosto,24,24/08/2021
2021,8,Agosto,25,25/08/2021
2021,8,Agosto,26,26/08/2021
2021,8,Agosto,27,27/08/2021
2021,8,Agosto,28,28/08/2021
2021,8,Agosto,29,29/08/2021
2021,8,Agosto,30,30/08/2021
2021,8,Agosto,31,31/08/2021
2021,9,Setembro,1,01/09/2021
2021,9,Setembro,2,02/09/2021
2021,9,Setembro,3,03/09/2021
2021,9,Setembro,4,04/09/2021
2021,9,Setembro,5,05/09/2021
2021,9,Setembro,6,06/09/2021
2021,9,Setembro,7,07/09/2021
2021,9,Setembro,8,08/09/2021
2021,9,Setembro,9,09/09/2021
2021,9,Setembro,10,10/09/2021
2021,9,Setembro,11,11/09/2021
2021,9,Setembro,12,12/09/2021
2021,9,Setembro,13,13/09/2021
2021,9,Setembro,14,14/09/2021
2021,9,Setembro,15,15/09/2021
2021,9,Setembro,16,16/09/2021
2021,9,Setembro,17,17/09/2021
2021,9,Setembro,18,18/09/2021
2021,9,Setembro,19,19/09/2021
2021,9,Setembro,20,20/09/2021
2021,9,Setembro,21,21/09/2021
2021,9,Setembro,22,22/09/2021
2021,9,Setembro,23,23/09/2021
2021,9,Setembro,24,24/09/2021
2021,9,Setembro,25,25/09/2021
2021,9,Setembro,26,26/09/2021
2021,9,Setembro,27,27/09/2021
2021,9,Setembro,28,28/09/2021
2021,9,Setembro,29,29/09/2021
2021,9,Setembro,30,30/09/2021
2021,10,Outubro,1,01/10/2021
2021,10,Outubro,2,02/10/2021
2021,10,Outubro,3,03/10/2021
2021,10,Outubro,4,04/10/2021
2021,10,Outubro,5,05/10/2021
2021,10,Outubro,6,06/10/2021
2021,10,Outubro,7,07/10/2021
2021,10,Outubro,8,08/10/2021
2021,10,Outubro,9,09/10/2021
2021,10,Outubro,10,10/10/2021
2021,10,Outubro,11,11/10/2021
2021,10,Outubro,12,12/10/2021
2021,10,Outubro,13,13/10/2021
2021,10,Outubro,14,14/10/2021
2021,10,Outubro,15,15/10/2021
2021,10,Outubro,16,16/10/2021
2021,10,Outubro,17,17/10/2021
2021,10,Outubro,18,18/10/2021
2021,10,Outubro,19,19/10/2021
2021,10,Outubro,20,20/10/2021
2021,10,Outubro,21,21/10/2021
2021,10,Outubro,22,22/10/2021
2021,10,Outubro,23,23/10/2021
2021,10,Outubro,24,24/10/2021
2021,10,Outubro,25,25/10/2021
2021,10,Outubro,26,26/10/2021
2021,10,Outubro,27,27/10/2021
2021,10,Outubro,28,28/10/2021
2021,10,Outubro,29,29/10/2021
2021,10,Outubro,30,30/10/2021
2021,10,Outubro,31,31/10/2021
2021,11,Novembro,1,01/11/2021
2021,11,Novembro,2,02/11/2021
2021,11,Novembro,3,03/11/2021
2021,11,Novembro,4,04/11/2021
2021,11,Novembro,5,05/11/2021
2021,11,Novembro,6,06/11/2021
2021,11,Novembro,7,07/11/2021
2021,11,Novembro,8,08/11/2021
2021,11,Novembro,9,09/11/2021
2021,11,Novembro,10,10/11/2021
2021,11,Novembro,11,11/11/2021
2021,11,Novembro,12,12/11/2021
2021,11,Novembro,13,13/11/2021
2021,11,Novembro,14,14/11/2021
2021,11,Novembro,15,15/11/2021
2021,11,Novembro,16,16/11/2021
2021,11,Novembro,17,17/11/2021
2021,11,Novembro,18,18/11/2021
2021,11,Novembro,19,19/11/2021
2021,11,Novembro,20,20/11/2021
2021,11,Novembro,21,21/11/2021
2021,11,Novembro,22,22/11/2021
2021,11,Novembro,23,23/11/2021
2021,11,Novembro,24,24/11/2021
2021,11,Novembro,25,25/11/2021
2021,11,Novembro,26,26/11/2021
2021,11,Novembro,27,27/11/2021
2021,11,Novembro,28,28/11/2021
2021,11,Novembro,29,29/11/2021
2021,11,Novembro,30,30/11/2021
2021,12,Dezembro,1,01/12/2021
2021,12,Dezembro,2,02/12/2021
2021,12,Dezembro,3,03/12/2021
2021,12,Dezembro,4,04/12/2021
2021,12,Dezembro,5,05/12/2021
2021,12,Dezembro,6,06/12/2021
2021,12,Dezembro,7,07/12/2021
2021,12,Dezembro,8,08/12/2021
2021,12,Dezembro,9,09/12/2021
2021,12,Dezembro,10,10/12/2021
2021,12,Dezembro,11,11/12/2021
2021,12,Dezembro,12,12/12/2021
2021,12,Dezembro,13,13/12/2021
2021,12,Dezembro,14,14/12/2021
2021,12,Dezembro,15,15/12/2021
2021,12,Dezembro,16,16/12/2021
2021,12,Dezembro,17,17/12/2021
2021,12,Dezembro,18,18/12/2021
2021,12,Dezembro,19,19/12/2021
2021,12,Dezembro,20,20/12/2021
2021,12,Dezembro,21,21/12/2021
2021,12,Dezembro,22,22/12/2021
2021,12,Dezembro,23,23/12/2021
2021,12,Dezembro,24,24/12/2021
2021,12,Dezembro,25,25/12/2021
2021,12,Dezembro,26,26/12/2021
2021,12,Dezembro,27,27/12/2021
2021,12,Dezembro,28,28/12/2021
2021,12,Dezembro,29,29/12/2021
2021,12,Dezembro,30,30/12/2021
2021,12,Dezembro,31,31/12/2021
2022,1,Janeiro,1,01/01/2022
2022,1,Janeiro,2,02/01/2022
2022,1,Janeiro,3,03/01/2022
2022,1,Janeiro,4,04/01/2022
2022,1,Janeiro,5,05/01/2022
2022,1,Janeiro,6,06/01/2022
2022,1,Janeiro,7,07/01/2022
2022,1,Janeiro,8,08/01/2022
2022,1,Janeiro,9,09/01/2022
