Ano,Mes,ID_Pedido,ID_Cliente,Status_Pedido,Data_Pedido,Data_Envio,Valor_Pedido,Quantidade_Itens,Estado,Cidade,Pais,postal_code
2024,6,25315,20188,Enviado,2024-06-27,2024-06-30,32.99,1,Ceará,Boa Viagem,Brasil,63870-000
2024,6,25316,20188,Enviado,2024-06-27,2024-06-28,39.99,1,Ceará,Boa Viagem,Brasil,63870-000
2024,6,25317,20188,Enviado,2024-06-27,2024-06-29,17.99,1,Ceará,Boa Viagem,Brasil,63870-000
2024,6,59316,47399,Enviado,2024-06-27,2024-06-29,23.95,1,Pernambuco,Recife,Brasil,50050-290
2024,6,59317,47399,Enviado,2024-06-27,2024-06-28,64.99,1,Pernambuco,Recife,Brasil,50050-290
2024,6,66577,53170,Enviado,2024-06-27,2024-06-29,12.99,1,Ceará,Aquiraz,Brasil,61700-000
2024,6,68911,55027,Enviado,2024-06-27,2024-06-30,223.52,4,Ceará,null,Brasil,63560-000
2024,6,68912,55027,Enviado,2024-06-27,2024-06-28,21.5,1,Ceará,null,Brasil,63560-000
2024,6,118541,94903,Enviado,2024-06-27,2024-06-29,25.0,1,Maranhão,null,Brasil,65530-000
2024,6,13728,10940,Processando,2024-06-27,1900-01-01,54.99,1,São Paulo,São Paulo,Brasil,02675-031
2024,6,18102,14414,Processando,2024-06-27,1900-01-01,80.4,2,São Paulo,Embu das Artes,Brasil,06810-240
2024,6,27942,22364,Processando,2024-06-27,1900-01-01,59.99,1,São Paulo,Cabreúva,Brasil,13315-000
2024,6,65689,52454,Processando,2024-06-27,1900-01-01,52.0,1,Sergipe,Aracaju,Brasil,49095-000
2024,6,68662,54828,Processando,2024-06-27,1900-01-01,35.99,1,Rondônia,Porto Velho,Brasil,76804
2024,6,87986,70331,Processando,2024-06-27,1900-01-01,16.0,1,Minas Gerais,Pará de Minas,Brasil,35660
2024,6,87987,70331,Processando,2024-06-27,1900-01-01,50.0,1,Minas Gerais,Pará de Minas,Brasil,35660
2024,6,11207,8950,Enviado,2024-06-27,2024-06-27,166.11,4,Maranhão,Santa Inês,Brasil,65370-000
2024,6,16185,12927,Enviado,2024-06-27,2024-06-28,21.99,1,Espírito Santo,Serra,Brasil,29160
2024,6,33962,27134,Enviado,2024-06-27,2024-06-28,61.0,2,Amazonas,Manaus,Brasil,69030-680
2024,6,40827,32620,Enviado,2024-06-27,2024-06-28,150.0,1,Pará,Santarém,Brasil,68025
2024,6,40829,32620,Enviado,2024-06-27,2024-06-29,59.99,1,Pará,Santarém,Brasil,68025
2024,6,41097,32837,Enviado,2024-06-27,2024-06-30,259.98,2,Distrito Federal,Brasília,Brasil,70297-400
2024,6,56074,44747,Enviado,2024-06-27,2024-06-28,21.0,1,Roraima,Boa Vista,Brasil,69318
2024,6,60641,48506,Enviado,2024-06-27,2024-06-28,150.0,1,Rio Grande do Sul,Bento Gonçalves,Brasil,95700-000
2024,6,68661,54828,Enviado,2024-06-27,2024-06-29,49.5,1,Rondônia,Porto Velho,Brasil,76804
2024,6,87246,69724,Enviado,2024-06-27,2024-06-27,66.5,1,Minas Gerais,São Gotardo,Brasil,38800-000
2024,6,102197,81717,Enviado,2024-06-27,2024-06-28,62.0,1,Maranhão,Raposa,Brasil,65138-000
2024,6,118226,94645,Enviado,2024-06-27,2024-06-29,52.0,1,Bahia,Salvador,Brasil,40301-110
2024,6,7367,5893,Processando,2024-06-26,1900-01-01,124.99,2,Piauí,Picos,Brasil,64600-000
2024,6,13967,11117,Processando,2024-06-26,1900-01-01,16.98,1,Rio de Janeiro,Bom Jesus do Itabapoana,Brasil,28360-000
2024,6,15476,12324,Processando,2024-06-26,1900-01-01,159.89,2,Amapá,null,Brasil,68924-000
2024,6,16297,13022,Processando,2024-06-26,1900-01-01,60.0,1,Pará,Jacundá,Brasil,68590-000
2024,6,17213,13716,Processando,2024-06-26,1900-01-01,36.97,1,Pará,null,Brasil,68695-000
2024,6,17214,13716,Processando,2024-06-26,1900-01-01,153.56,4,Pará,null,Brasil,68695-000
2024,6,21735,17329,Processando,2024-06-26,1900-01-01,48.93,1,Espírito Santo,Viana,Brasil,29135-000
2024,6,22555,17949,Processando,2024-06-26,1900-01-01,39.5,1,São Paulo,Iperó,Brasil,18560-000
2024,6,25254,20143,Processando,2024-06-26,1900-01-01,26.99,1,Pernambuco,Ipojuca,Brasil,55590-000
2024,6,27594,22090,Processando,2024-06-26,1900-01-01,12.99,1,Pernambuco,Santa Cruz do Capibaribe,Brasil,55190-000
2024,6,28266,22624,Processando,2024-06-26,1900-01-01,15.0,1,São Paulo,Franca,Brasil,14402
2024,6,32074,25608,Processando,2024-06-26,1900-01-01,9.95,1,Pernambuco,Urucuba,Brasil,55700-000
2024,6,42582,34074,Processando,2024-06-26,1900-01-01,25.0,1,Minas Gerais,Montes Claros,Brasil,39402
2024,6,55733,44486,Processando,2024-06-26,1900-01-01,52.13,1,São Paulo,Indaiatuba,Brasil,13345
2024,6,56910,45422,Processando,2024-06-26,1900-01-01,45.0,1,Ceará,null,Brasil,63610-000
2024,6,56911,45422,Processando,2024-06-26,1900-01-01,81.96,3,Ceará,null,Brasil,63610-000
2024,6,60036,48003,Processando,2024-06-26,1900-01-01,33.91,1,Pará,Santarém,Brasil,68015
2024,6,61689,49336,Processando,2024-06-26,1900-01-01,27.82,1,Rio Grande do Sul,Itaqui,Brasil,97650-000
2024,6,79920,63886,Processando,2024-06-26,1900-01-01,12.99,1,São Paulo,Valinhos,Brasil,13274-465
2024,6,97312,77815,Processando,2024-06-26,1900-01-01,18.0,1,São Paulo,Araçoiaba da Serra,Brasil,18190-000
2024,6,103074,82437,Processando,2024-06-26,1900-01-01,10.49,1,São Paulo,São Paulo,Brasil,04941-175
2024,6,103578,82819,Processando,2024-06-26,1900-01-01,151.65,4,Rio de Janeiro,Itaboraí,Brasil,24800
2024,6,122087,97695,Processando,2024-06-26,1900-01-01,34.99,1,Sergipe,Estância,Brasil,49200-000
2024,6,122088,97695,Processando,2024-06-26,1900-01-01,6.5,1,Sergipe,Estância,Brasil,49200-000
2024,6,122089,97695,Processando,2024-06-26,1900-01-01,25.0,1,Sergipe,Estância,Brasil,49200-000
2024,6,3746,2926,Enviado,2024-06-26,2024-06-27,37.98,1,Amapá,Macapá,Brasil,68902
2024,6,8216,6586,Enviado,2024-06-26,2024-06-28,58.0,1,São Paulo,Bariri,Brasil,17250-000
2024,6,18578,14767,Enviado,2024-06-26,2024-06-28,9.17,1,Piauí,Miguel Alves,Brasil,64130-000
2024,6,20147,16050,Enviado,2024-06-26,2024-06-26,64.38,1,Pará,Salinópolis,Brasil,68721-000
2024,6,21223,16905,Enviado,2024-06-26,2024-06-26,11.16,1,Pará,null,Brasil,68300-000
2024,6,21498,17135,Enviado,2024-06-26,2024-06-28,135.0,2,Pernambuco,null,Brasil,56380-000
2024,6,22353,17804,Enviado,2024-06-26,2024-06-26,21.99,1,Rio de Janeiro,Duque de Caxias,Brasil,25040-004
2024,6,22844,18171,Enviado,2024-06-26,2024-06-27,178.0,1,Pernambuco,Santa Cruz do Capibaribe,Brasil,55190-000
2024,6,25617,20433,Enviado,2024-06-26,2024-06-26,87.89,1,Maranhão,São José de Ribamar,Brasil,65110-000
2024,6,27399,21919,Enviado,2024-06-26,2024-06-27,257.0,2,Maranhão,São Luís,Brasil,65137-000
2024,6,27698,22177,Enviado,2024-06-26,2024-06-27,25.0,1,Santa Catarina,Biguaçu,Brasil,88160-000
2024,6,29911,23899,Enviado,2024-06-26,2024-06-27,74.98,2,Ceará,Fortaleza,Brasil,60540-272
2024,6,33490,26763,Enviado,2024-06-26,2024-06-27,9.27,1,Santa Catarina,Concórdia,Brasil,89700-000
2024,6,43183,34562,Enviado,2024-06-26,2024-06-29,148.8,4,Ceará,Icó,Brasil,63430-000
2024,6,44306,35424,Enviado,2024-06-26,2024-06-28,169.04,4,Ceará,Canindé,Brasil,62700-000
2024,6,48816,38995,Enviado,2024-06-26,2024-06-29,288.0,1,Paraná,Curitiba,Brasil,81020-490
2024,6,52283,41752,Enviado,2024-06-26,2024-06-27,25.99,1,Rio de Janeiro,Paraíba do Sul,Brasil,25850-000
2024,6,73725,58847,Enviado,2024-06-26,2024-06-28,25.0,1,Rio de Janeiro,Itaboraí,Brasil,24800
2024,6,80857,64645,Enviado,2024-06-26,2024-06-28,7.95,1,Bahia,Salvador,Brasil,40301-155
2024,6,86723,69318,Enviado,2024-06-26,2024-06-28,63.98,2,Pernambuco,Urucuba,Brasil,55700-000
2024,6,89059,71185,Enviado,2024-06-26,2024-06-28,39.95,1,Goiás,Goiânia,Brasil,74465-140
2024,6,95002,75916,Enviado,2024-06-26,2024-06-26,40.12,2,Bahia,Salvador,Brasil,40370-006
2024,6,103139,82485,Enviado,2024-06-26,2024-06-28,102.7,2,Rio de Janeiro,São Gonçalo,Brasil,24425-285
2024,6,112264,89738,Enviado,2024-06-26,2024-06-28,198.0,1,Bahia,Luis Eduardo Magalhães,Brasil,47850-000
2024,6,112388,89842,Enviado,2024-06-26,2024-06-28,38.97,1,Bahia,Bom Jesus da Lapa,Brasil,47600-000
2024,6,113810,91050,Enviado,2024-06-26,2024-06-27,44.0,1,São Paulo,Valinhos,Brasil,13274-465
2024,6,115746,92580,Enviado,2024-06-26,2024-06-26,5.95,1,Mato Grosso,Várzea Grande,Brasil,78135-730
2024,6,116586,93276,Enviado,2024-06-26,2024-06-26,62.0,1,São Paulo,Guariba,Brasil,14840-000
2024,6,118568,94923,Enviado,2024-06-26,2024-06-27,109.93,2,São Paulo,Paraguaçu Paulista,Brasil,19700-000
2024,6,120682,96568,Enviado,2024-06-26,2024-06-26,20.78,1,Rio de Janeiro,São Pedro da Aldeia,Brasil,28940-000
2024,6,122090,97695,Enviado,2024-06-26,2024-06-27,168.0,1,Sergipe,Estância,Brasil,49200-000
2024,6,3789,2960,Processando,2024-06-26,1900-01-01,103.98,3,Distrito Federal,Brasília,Brasil,70297-400
2024,6,10562,8456,Processando,2024-06-26,1900-01-01,44.95,1,São Paulo,Campinas,Brasil,13054
2024,6,18754,14916,Processando,2024-06-26,1900-01-01,32.5,1,Ceará,Limoeiro do Norte,Brasil,62930-000
2024,6,22909,18225,Processando,2024-06-26,1900-01-01,14.97,1,Ceará,Iguatu,Brasil,63500-000
2024,6,35926,28663,Processando,2024-06-26,1900-01-01,29.99,1,Pernambuco,Santa Cruz do Capibaribe,Brasil,55190-000
2024,6,37999,30322,Processando,2024-06-26,1900-01-01,34.88,1,Minas Gerais,Montes Claros,Brasil,39401
2024,6,51912,41454,Processando,2024-06-26,1900-01-01,54.0,1,Maranhão,Lago da Pedra,Brasil,65715-000
2024,6,58428,46677,Processando,2024-06-26,1900-01-01,78.8,2,Ceará,Quixeramobim,Brasil,63800-000
2024,6,59395,47462,Processando,2024-06-26,1900-01-01,65.95,2,Minas Gerais,Paracatu,Brasil,38600-000
2024,6,60922,48735,Processando,2024-06-26,1900-01-01,86.63,2,Paraná,Curitiba,Brasil,82590-100
2024,6,62150,49701,Processando,2024-06-26,1900-01-01,98.0,1,São Paulo,São Paulo,Brasil,02675-031
2024,6,65328,52186,Processando,2024-06-26,1900-01-01,44.99,2,Bahia,Salvador,Brasil,40301-110
2024,6,65849,52575,Processando,2024-06-26,1900-01-01,73.2,1,Ceará,Tangente,Brasil,62140-000
2024,6,67193,53644,Processando,2024-06-26,1900-01-01,69.5,1,Minas Gerais,Muriaé,Brasil,36880-000
2024,6,68097,54371,Processando,2024-06-26,1900-01-01,25.0,1,Bahia,Itapetinga,Brasil,45700-000
2024,6,69275,55324,Processando,2024-06-26,1900-01-01,180.0,1,Bahia,Casa Nova,Brasil,47300-000
2024,6,81176,64902,Processando,2024-06-26,1900-01-01,16.99,1,Paraná,Curitiba,Brasil,81020-490
2024,6,83438,66725,Processando,2024-06-26,1900-01-01,60.0,1,São Paulo,Aguaí,Brasil,13860-000
2024,6,104350,83431,Processando,2024-06-26,1900-01-01,36.88,1,Minas Gerais,Ubá,Brasil,36500-000
2024,6,109555,87544,Processando,2024-06-26,1900-01-01,74.94,2,Minas Gerais,Itabirito,Brasil,35450-000
2024,6,121214,96983,Processando,2024-06-26,1900-01-01,41.0,1,São Paulo,Pitangueiras,Brasil,14750-000
2024,6,121511,97231,Processando,2024-06-26,1900-01-01,117.0,2,Rio de Janeiro,Rio de Janeiro,Brasil,21831
2024,6,121757,97434,Processando,2024-06-26,1900-01-01,68.0,1,Ceará,null,Brasil,63560-000
2024,6,123692,99001,Processando,2024-06-26,1900-01-01,26.63,1,Pará,Santa Isabel do Pará,Brasil,68790-000
2024,6,123975,99222,Processando,2024-06-26,1900-01-01,42.0,1,Minas Gerais,São Francisco,Brasil,39300-000
2024,6,2202,1701,Enviado,2024-06-26,2024-06-26,45.0,1,São Paulo,São Paulo,Brasil,02675-031
2024,6,2203,1701,Enviado,2024-06-26,2024-06-26,36.18,1,São Paulo,São Paulo,Brasil,02675-031
2024,6,2891,2266,Enviado,2024-06-26,2024-06-27,20.0,1,Pernambuco,Surubim,Brasil,55750-000
2024,6,5931,4721,Enviado,2024-06-26,2024-06-27,34.5,1,Pará,null,Brasil,68695-000
2024,6,9137,7334,Enviado,2024-06-26,2024-06-29,27.99,1,Rio de Janeiro,Rio Bonito,Brasil,28800-000
2024,6,17112,13626,Enviado,2024-06-26,2024-06-29,84.49,2,Rio Grande do Sul,Osório,Brasil,95520-000
2024,6,18103,14414,Enviado,2024-06-26,2024-06-27,64.5,1,São Paulo,Embu das Artes,Brasil,06810-240
2024,6,22581,17971,Enviado,2024-06-26,2024-06-27,147.33,2,Maranhão,São Bento,Brasil,65235-000
2024,6,22582,17971,Enviado,2024-06-26,2024-06-28,179.99,1,Maranhão,São Bento,Brasil,65235-000
2024,6,22583,17971,Enviado,2024-06-26,2024-06-27,59.99,1,Maranhão,São Bento,Brasil,65235-000
2024,6,24387,19425,Enviado,2024-06-26,2024-06-27,81.99,2,Rio de Janeiro,São Pedro da Aldeia,Brasil,28940-000
2024,6,24785,19761,Enviado,2024-06-26,2024-06-28,120.0,1,Mato Grosso do Sul,Paranaíba,Brasil,79500-000
2024,6,27011,21619,Enviado,2024-06-26,2024-06-27,56.57,2,Goiás,Águas Lindas de Goiás,Brasil,72910-000
2024,6,43475,34800,Enviado,2024-06-26,2024-06-29,18.0,1,Rio Grande do Norte,Assú,Brasil,59650-000
2024,6,45469,36362,Enviado,2024-06-26,2024-06-28,59.99,1,São Paulo,Rio Claro,Brasil,13504
2024,6,47744,38115,Enviado,2024-06-26,2024-06-28,12.8,1,Rio Grande do Sul,Porto Alegre,Brasil,90160-092
2024,6,54407,43460,Enviado,2024-06-26,2024-06-27,24.99,1,Paraná,Londrina,Brasil,86079-080
2024,6,54408,43460,Enviado,2024-06-26,2024-06-28,63.0,1,Paraná,Londrina,Brasil,86079-080
2024,6,55001,43925,Enviado,2024-06-26,2024-06-27,24.99,1,São Paulo,Caieiras,Brasil,07700-000
2024,6,63353,50660,Enviado,2024-06-26,2024-06-29,38.5,2,Minas Gerais,Uberlândia,Brasil,38415
2024,6,66528,53134,Enviado,2024-06-26,2024-06-28,49.99,1,Minas Gerais,Vespasiano,Brasil,33200-000
2024,6,71092,56758,Enviado,2024-06-26,2024-06-28,25.0,1,Minas Gerais,Pouso Alegre,Brasil,37550-000
2024,6,77567,62012,Enviado,2024-06-26,2024-06-28,25.0,1,São Paulo,São Paulo,Brasil,04941-175
2024,6,81655,65317,Enviado,2024-06-26,2024-06-28,59.5,1,Minas Gerais,Correntinho,Brasil,39740-000
2024,6,92084,73548,Enviado,2024-06-26,2024-06-27,89.97,2,Amapá,Macapá,Brasil,68908
2024,6,103792,82986,Enviado,2024-06-26,2024-06-27,30.0,1,Maranhão,São José de Ribamar,Brasil,65110-000
2024,6,109381,87405,Enviado,2024-06-26,2024-06-27,239.0,2,Paraná,null,Brasil,84600-000
2024,6,109874,87790,Enviado,2024-06-26,2024-06-27,113.3,4,Bahia,Lamarão do Passé,Brasil,43850-000
2024,6,119454,95602,Enviado,2024-06-26,2024-06-28,35.74,1,Minas Gerais,Coronel Fabriciano,Brasil,35171
2024,6,121756,97434,Enviado,2024-06-26,2024-06-28,39.99,1,Ceará,null,Brasil,63560-000
2024,6,121758,97434,Enviado,2024-06-26,2024-06-29,191.0,2,Ceará,null,Brasil,63560-000
2024,6,121759,97434,Enviado,2024-06-26,2024-06-28,7.29,1,Ceará,null,Brasil,63560-000
2024,6,7250,5788,Processando,2024-06-25,1900-01-01,119.95,1,Minas Gerais,Uberlândia,Brasil,38408
2024,6,13644,10881,Processando,2024-06-25,1900-01-01,88.0,1,Amapá,Macapá,Brasil,68908
2024,6,13645,10881,Processando,2024-06-25,1900-01-01,89.99,1,Amapá,Macapá,Brasil,68908
2024,6,30825,24633,Processando,2024-06-25,1900-01-01,24.97,1,Amazonas,Manaus,Brasil,69055-010
2024,6,33226,26546,Processando,2024-06-25,1900-01-01,82.0,1,Paraíba,Cabedelo,Brasil,58310-000
2024,6,54959,43892,Processando,2024-06-25,1900-01-01,58.98,2,Pernambuco,Ipojuca,Brasil,55590-000
2024,6,79283,63365,Processando,2024-06-25,1900-01-01,166.99,3,Paraná,Curitiba,Brasil,81020-490
2024,6,81049,64796,Processando,2024-06-25,1900-01-01,556.5,4,São Paulo,Capivari,Brasil,13360-000
2024,6,83375,66675,Processando,2024-06-25,1900-01-01,120.0,1,São Paulo,Itapeva,Brasil,18400-000
2024,6,92459,73861,Processando,2024-06-25,1900-01-01,79.5,1,Minas Gerais,Itabirito,Brasil,35450-000
2024,6,107259,85699,Processando,2024-06-25,1900-01-01,13.99,1,Ceará,Fortaleza,Brasil,60860-445
2024,6,10317,8269,Enviado,2024-06-25,2024-06-26,115.0,1,Amazonas,Manaus,Brasil,69093
2024,6,27522,22025,Enviado,2024-06-25,2024-06-26,34.95,1,São Paulo,Itanhaém,Brasil,11740-000
2024,6,40382,32249,Enviado,2024-06-25,2024-06-28,172.42,4,São Paulo,Mongaguá,Brasil,11730-000
2024,6,43269,34629,Enviado,2024-06-25,2024-06-25,65.0,1,São Paulo,Praia Grande,Brasil,11702-200
2024,6,54474,43512,Enviado,2024-06-25,2024-06-26,108.0,1,Amazonas,null,Brasil,69830-000
2024,6,57202,45662,Enviado,2024-06-25,2024-06-25,239.99,1,Mato Grosso,Pontes e Lacerda,Brasil,78250-000
2024,6,67921,54222,Enviado,2024-06-25,2024-06-28,21.99,1,Piauí,Altos,Brasil,64290-000
2024,6,77634,62070,Enviado,2024-06-25,2024-06-28,89.99,2,Minas Gerais,Ouro Branco,Brasil,36420-000
2024,6,80139,64066,Enviado,2024-06-25,2024-06-25,32.05,2,Pernambuco,Agrovila Liberal,Brasil,55550-000
2024,6,85238,68170,Enviado,2024-06-25,2024-06-27,189.99,4,Minas Gerais,Igarapé,Brasil,32900-000
2024,6,86721,69318,Enviado,2024-06-25,2024-06-26,33.98,1,Pernambuco,Urucuba,Brasil,55700-000
2024,6,87114,69615,Enviado,2024-06-25,2024-06-25,209.82,3,Paraná,Curitiba,Brasil,82590-300
2024,6,88622,70803,Enviado,2024-06-25,2024-06-26,36.79,2,Santa Catarina,Xanxerê,Brasil,89820-000
2024,6,99864,79880,Enviado,2024-06-25,2024-06-28,150.0,1,Minas Gerais,Montes Claros,Brasil,39402
2024,6,100352,80297,Enviado,2024-06-25,2024-06-28,57.99,2,Sergipe,São Cristóvão,Brasil,49100-000
2024,6,111472,89090,Enviado,2024-06-25,2024-06-27,223.97,2,Bahia,Caetité,Brasil,46400-000
2024,6,117257,93857,Enviado,2024-06-25,2024-06-28,36.98,1,Bahia,Salvador,Brasil,40301-155
2024,6,117340,93930,Enviado,2024-06-25,2024-06-26,96.5,2,Bahia,Riachão do Jacuípe,Brasil,44640-000
2024,6,12141,9694,Processando,2024-06-25,1900-01-01,38.2,1,Pará,Juruti,Brasil,68170-000
2024,6,14377,11449,Processando,2024-06-25,1900-01-01,37.77,1,São Paulo,Mairinque,Brasil,18120-000
2024,6,29209,23345,Processando,2024-06-25,1900-01-01,25.0,1,São Paulo,Itapeva,Brasil,18400-000
2024,6,32467,25932,Processando,2024-06-25,1900-01-01,33.59,1,Rio de Janeiro,Guapimirim,Brasil,25940-000
2024,6,35317,28225,Processando,2024-06-25,1900-01-01,36.0,1,Paraná,Guaratuba,Brasil,83280-000
2024,6,41770,33405,Processando,2024-06-25,1900-01-01,62.0,1,Rio de Janeiro,Rio de Janeiro,Brasil,22640-100
2024,6,44985,35973,Processando,2024-06-25,1900-01-01,37.99,1,São Paulo,São Paulo,Brasil,02220-000
2024,6,49262,39362,Processando,2024-06-25,1900-01-01,31.99,1,Alagoas,Campo Alegre,Brasil,57250-000
2024,6,53374,42623,Processando,2024-06-25,1900-01-01,70.68,1,Minas Gerais,Ipatinga,Brasil,35162
2024,6,55609,44389,Processando,2024-06-25,1900-01-01,59.5,1,Rio Grande do Norte,Natal,Brasil,59052-700
2024,6,73646,58789,Processando,2024-06-25,1900-01-01,30.0,1,Maranhão,Santa Helena,Brasil,65208-000
2024,6,80980,64738,Processando,2024-06-25,1900-01-01,39.99,1,Amapá,Macapá,Brasil,68902
